"scenario","network","repetition","record_count","pending_before","pending_after","global_pending_before","global_pending_after","trigger_iterations","queue_drain_seconds","avg_trigger_latency_ms","max_trigger_latency_ms","queued_records","synced_records","benchmark_pending_records","retried_records","retry_count_total","primary_cpu_percent","primary_memory_bytes","success","failure_reason","failure_note","started_at_utc","finished_at_utc"
"LAN-10000","LAN","1","10000","10000","0","10000","0","1","64.529","61365.363","61365.363","10000","10000","0","0","0","0.4","192728269","True",,,"2026-03-22T07:21:24.5350014Z","2026-03-22T07:22:31.9892641Z"
"LAN-10000","LAN","2","10000","10000","0","10000","0","1","65.148","61889.088","61889.088","10000","10000","0","0","0","0.14","246415360","True",,,"2026-03-22T07:22:33.2114737Z","2026-03-22T07:23:41.0377716Z"
"LAN-10000","LAN","3","10000","10000","0","10000","0","1","65.76","62617.571","62617.571","10000","10000","0","0","0","0.17","247988224","True",,,"2026-03-22T07:23:42.2113351Z","2026-03-22T07:24:51.1051845Z"
"LAN-10000","LAN","4","10000","10000","0","10000","0","1","65.088","62075.264","62075.264","10000","10000","0","0","0","0.17","248931942","True",,,"2026-03-22T07:24:52.2720823Z","2026-03-22T07:25:59.3746096Z"
"LAN-10000","LAN","5","10000","10000","0","10000","0","1","65.267","62314.8","62314.8","10000","10000","0","0","0","0.15","250295091","True",,,"2026-03-22T07:26:00.6500970Z","2026-03-22T07:27:07.9421389Z"
"LAN-10000","LAN","6","10000","10000","0","10000","0","1","65.55","62604.522","62604.522","10000","10000","0","0","0","0.16","251133952","True",,,"2026-03-22T07:27:09.2567075Z","2026-03-22T07:28:16.8538577Z"
"LAN-10000","LAN","7","10000","10000","0","10000","0","1","65.783","62810.089","62810.089","10000","10000","0","0","0","0.12","251867955","True",,,"2026-03-22T07:28:17.9573625Z","2026-03-22T07:29:25.7510081Z"
"LAN-10000","LAN","8","10000","10000","0","10000","0","1","65.616","62622.617","62622.617","10000","10000","0","0","0","0.46","253440819","True",,,"2026-03-22T07:29:26.9035451Z","2026-03-22T07:30:34.5854671Z"
"LAN-10000","LAN","9","10000","10000","0","10000","0","1","65.482","62476.295","62476.295","10000","10000","0","0","0","0.25","259207987","True",,,"2026-03-22T07:30:35.7504027Z","2026-03-22T07:31:43.4918366Z"
"LAN-10000","LAN","10","10000","10000","0","10000","0","1","66.612","63614.394","63614.394","10000","10000","0","0","0","0.04","261514854","True",,,"2026-03-22T07:31:44.6625697Z","2026-03-22T07:32:53.5460085Z"
