"scenario_type","network_profile","record_count","repetitions","success_rate_pct","avg_queue_drain_seconds","median_queue_drain_seconds","std_queue_drain_seconds","ci95_queue_drain_seconds","min_queue_drain_seconds","max_queue_drain_seconds","avg_trigger_latency_ms","median_trigger_latency_ms","std_trigger_latency_ms","ci95_trigger_latency_ms","max_trigger_latency_ms","avg_retry_count_total","median_retry_count_total","std_retry_count_total","ci95_retry_count_total","max_retry_count_total","avg_primary_cpu_percent","median_primary_cpu_percent","std_primary_cpu_percent","ci95_primary_cpu_percent","avg_primary_memory_mb","median_primary_memory_mb","std_primary_memory_mb","ci95_primary_memory_mb"
"record-sync","LAN","100","1","0","31.105","31.105","0","0","31.105","31.105","24.22","24.22","0","0","53.144","100","100","0","0","100","0.2","0.2","0","0","83.84","83.84","0","0"
