"scenario","repetition","iteration","timestamp_utc","pending_before","pending_after","benchmark_synced_before","benchmark_synced_after","global_pending_before","global_pending_after","progress_detected","trigger_latency_ms","response_json"
"VSAT-1000-N1","4","1","2026-04-13T15:35:45.5128529Z","1000","700","0","300","1000","700","True","3062.422","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":200,""pendingRecords"":800}"
"VSAT-1000-N1","4","2","2026-04-13T15:35:57.9594760Z","700","0","300","1000","700","0","True","9414.617","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":700,""pendingRecords"":0}"
