"scenario","repetition","iteration","timestamp_utc","pending_before","pending_after","benchmark_synced_before","benchmark_synced_after","global_pending_before","global_pending_after","progress_detected","trigger_latency_ms","response_json"
"PHASE3-VERIFY","1","1","2026-03-22T12:54:49.0594728Z","10","0","0","10","10","0","True","958.661","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":10,""pendingRecords"":0}"
