"scenario","network","repetition","record_count","pending_before","pending_after","global_pending_before","global_pending_after","trigger_iterations","queue_drain_seconds","avg_trigger_latency_ms","max_trigger_latency_ms","queued_records","synced_records","benchmark_pending_records","retried_records","retry_count_total","primary_cpu_percent","primary_memory_bytes","success","failure_reason","failure_note","started_at_utc","finished_at_utc"
"LAN-5000","LAN","1","5000","5000","0","5000","0","1","32.811","29812.676","29812.676","5000","5000","0","0","0","0.17","188114534","True",,,"2026-03-22T07:15:04.8217932Z","2026-03-22T07:15:40.7086360Z"
"LAN-5000","LAN","2","5000","5000","0","5000","2","1","36.692","33531.544","33531.544","5000","5000","0","0","0","0.16","188848538","True",,,"2026-03-22T07:15:41.7219069Z","2026-03-22T07:16:20.7756117Z"
"LAN-5000","LAN","3","5000","5000","0","5000","0","1","37.715","34679.839","34679.839","5000","5000","0","0","0","0.14","189372826","True",,,"2026-03-22T07:16:21.7400154Z","2026-03-22T07:17:01.8089758Z"
"LAN-5000","LAN","4","5000","5000","0","5000","0","1","34.508","31497.241","31497.241","5000","5000","0","0","0","0.06","189792256","True",,,"2026-03-22T07:17:02.7455834Z","2026-03-22T07:17:39.3009318Z"
"LAN-5000","LAN","5","5000","5000","0","5000","0","1","34.01","30950.829","30950.829","5000","5000","0","0","0","3.5","190735974","True",,,"2026-03-22T07:17:40.2597121Z","2026-03-22T07:18:16.3310825Z"
"LAN-5000","LAN","6","5000","5000","0","5000","0","1","33.384","30266.645","30266.645","5000","5000","0","0","0","0.13","190840832","True",,,"2026-03-22T07:18:17.2375951Z","2026-03-22T07:18:52.8367762Z"
"LAN-5000","LAN","7","5000","5000","0","5000","0","1","34.458","31338.67","31338.67","5000","5000","0","0","0","0.16","190945690","True",,,"2026-03-22T07:18:53.7669078Z","2026-03-22T07:19:30.8393433Z"
"LAN-5000","LAN","8","5000","5000","0","5000","0","1","34.312","31177.664","31177.664","5000","5000","0","0","0","3.17","191994266","True",,,"2026-03-22T07:19:31.7728888Z","2026-03-22T07:20:08.1725101Z"
"LAN-5000","LAN","9","5000","5000","0","5000","0","1","34.024","30965.066","30965.066","5000","5000","0","0","0","0.14","191679693","True",,,"2026-03-22T07:20:09.1525046Z","2026-03-22T07:20:45.2413688Z"
"LAN-5000","LAN","10","5000","5000","0","5000","0","1","33.884","30791.915","30791.915","5000","5000","0","0","0","0.77","192518554","True",,,"2026-03-22T07:20:46.1839524Z","2026-03-22T07:21:22.9376286Z"
