"scenario","network","repetition","record_count","pending_before","pending_after","global_pending_before","global_pending_after","trigger_iterations","queue_drain_seconds","avg_trigger_latency_ms","max_trigger_latency_ms","queued_records","synced_records","benchmark_pending_records","retried_records","retry_count_total","primary_cpu_percent","primary_memory_bytes","success","failure_reason","failure_note","started_at_utc","finished_at_utc"
"4G-100","4G","1","100","100","0","100","0","1","3.68","647.538","647.538","100","100","0","0","0","0.04","261200282","True",,,"2026-03-22T07:32:54.5230345Z","2026-03-22T07:33:00.2791229Z"
"4G-100","4G","2","100","100","0","100","0","1","3.612","636.696","636.696","100","100","0","0","0","0.11","262144000","True",,,"2026-03-22T07:33:01.1757800Z","2026-03-22T07:33:06.8683047Z"
"4G-100","4G","3","100","100","0","100","0","1","3.736","761.704","761.704","100","100","0","0","0","0.16","264975155","True",,,"2026-03-22T07:33:07.6953067Z","2026-03-22T07:33:13.5490780Z"
"4G-100","4G","4","100","100","0","100","0","1","3.578","581.715","581.715","100","100","0","0","0","0.12","265080013","True",,,"2026-03-22T07:33:14.3792604Z","2026-03-22T07:33:20.0351036Z"
"4G-100","4G","5","100","100","0","100","0","1","3.67","595.118","595.118","100","100","0","0","0","0.13","266023731","True",,,"2026-03-22T07:33:20.8798224Z","2026-03-22T07:33:26.5952957Z"
"4G-100","4G","6","100","100","0","100","0","1","3.677","603.988","603.988","100","100","0","0","0","0.12","266548019","True",,,"2026-03-22T07:33:27.3946625Z","2026-03-22T07:33:33.5603560Z"
"4G-100","4G","7","100","100","0","100","0","1","3.737","654.364","654.364","100","100","0","0","0","0.65","266233446","True",,,"2026-03-22T07:33:34.4027558Z","2026-03-22T07:33:40.1885005Z"
"4G-100","4G","8","100","100","0","100","0","1","3.624","608.918","608.918","100","100","0","0","0","0.16","268645171","True",,,"2026-03-22T07:33:41.0310473Z","2026-03-22T07:33:46.6922776Z"
"4G-100","4G","9","100","100","0","100","0","1","3.652","594.633","594.633","100","100","0","0","0","0.17","269274317","True",,,"2026-03-22T07:33:47.4592688Z","2026-03-22T07:33:53.5444312Z"
"4G-100","4G","10","100","100","0","100","0","1","3.631","641.322","641.322","100","100","0","0","0","0.15","269169459","True",,,"2026-03-22T07:33:54.3343570Z","2026-03-22T07:34:00.0225293Z"
