"scenario","network","repetition","record_count","pending_before","pending_after","global_pending_before","global_pending_after","trigger_iterations","queue_drain_seconds","avg_trigger_latency_ms","max_trigger_latency_ms","queued_records","synced_records","benchmark_pending_records","retried_records","retry_count_total","primary_cpu_percent","primary_memory_bytes","success","failure_reason","failure_note","started_at_utc","finished_at_utc"
"LAN-10","LAN","1","10","10","0","10","0","1","4.039","467.343","467.343","10","10","0","0","0","0.07","420793549","True","","","2026-03-22T11:06:24.0681009Z","2026-03-22T11:06:30.5843627Z"
"LAN-100","LAN","1","100","100","0","100","0","1","4.414","979.367","979.367","100","100","0","0","0","0.02","422680986","True","","","2026-03-22T11:06:31.8609131Z","2026-03-22T11:06:39.2700387Z"
