"scenario","network","repetition","record_count","pending_before","pending_after","global_pending_before","global_pending_after","trigger_iterations","queue_drain_seconds","avg_trigger_latency_ms","max_trigger_latency_ms","queued_records","synced_records","benchmark_pending_records","retried_records","retry_count_total","primary_cpu_percent","primary_memory_bytes","success","failure_reason","failure_note","started_at_utc","finished_at_utc"
"4G-10000","4G","1","10000","10000","0","10000","0","1","65.661","62606.303","62606.303","10000","10000","0","0","0","0.11","348546662","True",,,"2026-03-22T07:42:21.4698531Z","2026-03-22T07:43:29.2360283Z"
"4G-10000","4G","2","10000","10000","0","10000","0","1","65.716","62657.342","62657.342","10000","10000","0","0","0","0.15","352740966","True",,,"2026-03-22T07:43:30.4720568Z","2026-03-22T07:44:38.2441729Z"
"4G-10000","4G","3","10000","10000","0","10000","0","1","65.958","62840.552","62840.552","10000","10000","0","0","0","0.08","366477312","True",,,"2026-03-22T07:44:39.4554317Z","2026-03-22T07:45:47.4602989Z"
"4G-10000","4G","4","10000","10000","0","10000","0","1","66.553","63467.409","63467.409","10000","10000","0","0","0","0.69","378640794","True",,,"2026-03-22T07:45:48.6257843Z","2026-03-22T07:46:57.2271154Z"
"4G-10000","4G","5","10000","10000","0","10000","0","1","65.888","62754.38","62754.38","10000","10000","0","0","0","0.18","385037107","True",,,"2026-03-22T07:46:58.3414992Z","2026-03-22T07:48:06.3077512Z"
"4G-10000","4G","6","10000","10000","0","10000","0","1","65.887","62786.214","62786.214","10000","10000","0","0","0","0.1","395837440","True",,,"2026-03-22T07:48:07.5233079Z","2026-03-22T07:49:15.4853451Z"
"4G-10000","4G","7","10000","10000","0","10000","0","1","65.4","62237.264","62237.264","10000","10000","0","0","0","0.11","398354022","True",,,"2026-03-22T07:49:16.6968802Z","2026-03-22T07:50:24.3998767Z"
"4G-10000","4G","8","10000","10000","0","10000","0","1","64.921","61749.621","61749.621","10000","10000","0","0","0","0.02","398249165","True",,,"2026-03-22T07:50:25.6265696Z","2026-03-22T07:51:33.4205289Z"
"4G-10000","4G","9","10000","10000","0","10000","0","1","66.642","63528.942","63528.942","10000","10000","0","0","0","0.03","407371776","True",,,"2026-03-22T07:51:34.5920659Z","2026-03-22T07:52:43.4786905Z"
"4G-10000","4G","10","10000","10000","0","10000","0","1","66.119","62983.534","62983.534","10000","10000","0","0","0","0.15","415970099","True",,,"2026-03-22T07:52:44.6645807Z","2026-03-22T07:53:53.5108055Z"
