"scenario","network","repetition","record_count","pending_before","pending_after","global_pending_before","global_pending_after","trigger_iterations","queue_drain_seconds","avg_trigger_latency_ms","max_trigger_latency_ms","queued_records","synced_records","benchmark_pending_records","retried_records","retry_count_total","primary_cpu_percent","primary_memory_bytes","success","failure_reason","failure_note","started_at_utc","finished_at_utc"
"4G-1000","4G","1","1000","1000","0","1000","0","1","9.102","6143.217","6143.217","1000","1000","0","0","0","0.16","270113178","True",,,"2026-03-22T07:34:01.1000273Z","2026-03-22T07:34:12.5422037Z"
"4G-1000","4G","2","1000","1000","0","1000","0","1","9.237","6206.065","6206.065","1000","1000","0","0","0","0.14","270637466","True",,,"2026-03-22T07:34:13.3898435Z","2026-03-22T07:34:24.7006906Z"
"4G-1000","4G","3","1000","1000","0","1000","0","1","9.372","6386.51","6386.51","1000","1000","0","0","0","0.16","270952038","True",,,"2026-03-22T07:34:25.5260018Z","2026-03-22T07:34:36.9307217Z"
"4G-1000","4G","4","1000","1000","0","1000","0","1","9.908","6868.791","6868.791","1000","1000","0","0","0","0.2","273678336","True",,,"2026-03-22T07:34:37.7616392Z","2026-03-22T07:34:49.7382228Z"
"4G-1000","4G","5","1000","1000","0","1000","0","1","9.121","6133.624","6133.624","1000","1000","0","0","0","0.15","273888051","True",,,"2026-03-22T07:34:51.2036094Z","2026-03-22T07:35:02.5871504Z"
"4G-1000","4G","6","1000","1000","0","1000","0","1","9.186","6178.051","6178.051","1000","1000","0","0","0","0.1","275146342","True",,,"2026-03-22T07:35:03.4351035Z","2026-03-22T07:35:14.6750569Z"
"4G-1000","4G","7","1000","1000","0","1000","0","1","9.225","6209.982","6209.982","1000","1000","0","0","0","3.36","276299776","True",,,"2026-03-22T07:35:15.4836559Z","2026-03-22T07:35:26.7466922Z"
"4G-1000","4G","8","1000","1000","0","1000","0","1","9.493","6425.722","6425.722","1000","1000","0","0","0","0.09","276404634","True",,,"2026-03-22T07:35:27.5855587Z","2026-03-22T07:35:39.1107559Z"
"4G-1000","4G","9","1000","1000","0","1000","0","1","9.324","6126.046","6126.046","1000","1000","0","0","0","0.09","277453210","True",,,"2026-03-22T07:35:39.9062536Z","2026-03-22T07:35:51.7086977Z"
"4G-1000","4G","10","1000","1000","0","1000","0","1","8.881","5663.89","5663.89","1000","1000","0","0","0","0.13","278921216","True",,,"2026-03-22T07:35:52.5862002Z","2026-03-22T07:36:03.6635201Z"
