"scenario_type","network_profile","record_count","repetitions","success_rate_pct","avg_queue_drain_seconds","median_queue_drain_seconds","std_queue_drain_seconds","ci95_queue_drain_seconds","min_queue_drain_seconds","max_queue_drain_seconds","avg_trigger_latency_ms","median_trigger_latency_ms","std_trigger_latency_ms","ci95_trigger_latency_ms","max_trigger_latency_ms","avg_retry_count_total","median_retry_count_total","std_retry_count_total","ci95_retry_count_total","max_retry_count_total","avg_primary_cpu_percent","median_primary_cpu_percent","std_primary_cpu_percent","ci95_primary_cpu_percent","avg_primary_memory_mb","median_primary_memory_mb","std_primary_memory_mb","ci95_primary_memory_mb"
"record-sync","LAN","10","1","0","5.464","5.464","0","0","5.464","5.464","25.781","25.781","0","0","35.343","10","10","0","0","10","0.49","0.49","0","0","52.64","52.64","0","0"
