"scenario","repetition","iteration","timestamp_utc","pending_before","pending_after","trigger_latency_ms","response_json"
"LAN-100","5","15","2026-03-22T06:14:29.6773766Z","102","102","24.255","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","16","2026-03-22T06:14:31.7401027Z","102","102","22.171","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","17","2026-03-22T06:14:33.8095846Z","102","102","23.55","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","18","2026-03-22T06:14:35.8976241Z","102","102","48.56","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","19","2026-03-22T06:14:37.9655562Z","102","102","22.08","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","20","2026-03-22T06:14:40.0334975Z","102","102","24.025","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","21","2026-03-22T06:14:42.0946334Z","102","102","23.753","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","22","2026-03-22T06:14:44.1544507Z","102","102","22.355","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","23","2026-03-22T06:14:46.2199869Z","102","102","24.76","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","24","2026-03-22T06:15:13.2629218Z","102","102","23.754","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","25","2026-03-22T06:15:15.3393599Z","102","104","24.207","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","26","2026-03-22T06:15:17.4222686Z","104","104","35.057","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","27","2026-03-22T06:15:19.4876424Z","104","104","20.905","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","28","2026-03-22T06:15:21.5514164Z","104","104","21.406","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","29","2026-03-22T06:15:23.6188473Z","104","104","20.077","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","30","2026-03-22T06:15:25.6772386Z","104","104","20.366","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","31","2026-03-22T06:15:27.7370144Z","104","104","21.179","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","32","2026-03-22T06:15:29.8023076Z","104","104","22.732","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","33","2026-03-22T06:15:31.8713285Z","104","104","22.353","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","34","2026-03-22T06:15:33.9420914Z","104","104","21.524","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","35","2026-03-22T06:15:36.0028276Z","104","104","22.001","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","36","2026-03-22T06:15:38.0706366Z","104","104","21.597","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","37","2026-03-22T06:15:40.1382114Z","104","104","30.568","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","38","2026-03-22T06:15:42.2030548Z","104","104","22.585","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","39","2026-03-22T06:15:44.2682510Z","104","104","21.419","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","40","2026-03-22T06:15:46.3336997Z","104","104","26.713","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","41","2026-03-22T06:16:15.3943513Z","104","104","27014.063","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","42","2026-03-22T06:16:17.4630694Z","104","106","30.274","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","43","2026-03-22T06:16:19.5400076Z","106","106","29.098","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","44","2026-03-22T06:16:21.6029556Z","106","106","19.68","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","45","2026-03-22T06:16:23.6717033Z","106","106","20.581","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","46","2026-03-22T06:16:25.7316843Z","106","106","21.79","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","47","2026-03-22T06:16:27.8010146Z","106","106","21.699","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","48","2026-03-22T06:16:29.8705783Z","106","106","22.948","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","49","2026-03-22T06:16:31.9399451Z","106","106","19.729","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","50","2026-03-22T06:16:34.0067705Z","106","106","20.626","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","51","2026-03-22T06:16:36.0667040Z","106","106","19.763","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","52","2026-03-22T06:16:38.1281498Z","106","106","19.481","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","53","2026-03-22T06:16:40.1898602Z","106","106","21.618","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","54","2026-03-22T06:16:42.2547511Z","106","106","20.161","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","55","2026-03-22T06:16:44.3205730Z","106","106","18.962","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","56","2026-03-22T06:16:46.3818605Z","106","106","19.599","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","57","2026-03-22T06:16:48.4655690Z","106","106","22.73","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","58","2026-03-22T06:16:50.5538901Z","106","106","30.519","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","59","2026-03-22T06:16:52.6163461Z","106","106","23.381","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","60","2026-03-22T06:16:54.6748673Z","106","106","20.961","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","61","2026-03-22T06:16:56.7423959Z","106","106","21.003","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","62","2026-03-22T06:16:58.8111578Z","106","106","22.067","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","63","2026-03-22T06:17:00.8742438Z","106","106","22.205","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","64","2026-03-22T06:17:02.9350337Z","106","106","22.059","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","65","2026-03-22T06:17:05.0433780Z","106","106","20.855","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","66","2026-03-22T06:17:07.1749340Z","106","106","54.25","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","67","2026-03-22T06:17:09.2397722Z","106","106","21.502","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","68","2026-03-22T06:17:11.3002021Z","106","106","21.012","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","69","2026-03-22T06:17:13.3706469Z","106","106","25.119","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","70","2026-03-22T06:17:15.4275485Z","106","106","21.194","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","71","2026-03-22T06:17:17.4909239Z","106","106","22.288","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","72","2026-03-22T06:17:19.5676634Z","106","108","29.083","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":106}"
"LAN-100","5","73","2026-03-22T06:17:21.6360624Z","108","108","28.085","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","74","2026-03-22T06:17:23.7049816Z","108","108","20.104","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","75","2026-03-22T06:17:25.7678381Z","108","108","21.736","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","76","2026-03-22T06:17:27.8252507Z","108","108","20.363","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","77","2026-03-22T06:17:29.8947704Z","108","108","29.3","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","78","2026-03-22T06:17:31.9574181Z","108","108","20.937","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","79","2026-03-22T06:17:34.0180641Z","108","108","20.478","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","80","2026-03-22T06:17:36.0824799Z","108","108","21.27","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","81","2026-03-22T06:17:38.1444809Z","108","108","22.278","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","82","2026-03-22T06:17:40.2069999Z","108","108","21.766","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","83","2026-03-22T06:17:42.2736252Z","108","108","20.963","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","84","2026-03-22T06:17:44.3443776Z","108","108","20.613","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","85","2026-03-22T06:17:46.4016907Z","108","108","20.868","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","86","2026-03-22T06:17:48.4600565Z","108","108","21.731","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","87","2026-03-22T06:17:50.5247967Z","108","108","20.891","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","88","2026-03-22T06:17:52.5844867Z","108","108","20.161","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","89","2026-03-22T06:17:54.6448747Z","108","108","20.841","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","90","2026-03-22T06:17:56.7163145Z","108","108","20.331","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","91","2026-03-22T06:17:58.7880757Z","108","108","20.313","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","92","2026-03-22T06:18:00.8582997Z","108","108","21.892","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","93","2026-03-22T06:18:02.9171184Z","108","108","21.283","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","94","2026-03-22T06:18:05.0253944Z","108","108","20.166","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","95","2026-03-22T06:18:07.1643499Z","108","108","60.303","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","96","2026-03-22T06:18:09.2204435Z","108","100","21.037","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":108}"
"LAN-100","5","97","2026-03-22T06:18:11.2813342Z","100","100","20.485","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":100}"
"LAN-100","5","98","2026-03-22T06:18:13.3489350Z","100","100","21.813","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":100}"
"LAN-100","5","99","2026-03-22T06:18:15.4301289Z","100","100","19.439","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":100}"
"LAN-100","5","100","2026-03-22T06:18:17.5079423Z","100","100","23.582","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":100}"
"LAN-100","5","101","2026-03-22T06:18:19.5753286Z","100","102","22.324","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":100}"
"LAN-100","5","102","2026-03-22T06:18:21.6419899Z","102","102","21.722","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","103","2026-03-22T06:18:23.7084045Z","102","102","21.533","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","104","2026-03-22T06:18:25.7647970Z","102","102","20.089","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","105","2026-03-22T06:18:27.8275256Z","102","102","19.829","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","106","2026-03-22T06:18:29.8915215Z","102","102","21.162","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","107","2026-03-22T06:18:31.9601986Z","102","102","20.371","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","108","2026-03-22T06:18:34.0213189Z","102","102","21.922","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","109","2026-03-22T06:18:36.0890050Z","102","102","19.597","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","110","2026-03-22T06:18:38.1540263Z","102","102","19.439","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","111","2026-03-22T06:18:40.2194716Z","102","102","21.254","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","112","2026-03-22T06:18:42.2899839Z","102","102","19.489","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","113","2026-03-22T06:18:44.3585313Z","102","102","23.092","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","114","2026-03-22T06:18:46.4161753Z","102","102","19.911","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","115","2026-03-22T06:18:48.4821308Z","102","102","21.971","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","116","2026-03-22T06:18:50.5408326Z","102","102","19.538","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","117","2026-03-22T06:18:52.6120261Z","102","102","20.82","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","118","2026-03-22T06:18:54.6728099Z","102","102","19.93","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","119","2026-03-22T06:18:56.7398938Z","102","102","20.122","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","120","2026-03-22T06:19:15.7306057Z","102","100","16943.736","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","121","2026-03-22T06:19:17.7937526Z","100","100","22.161","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":100}"
"LAN-100","5","122","2026-03-22T06:19:19.8565102Z","100","100","20.234","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":100}"
"LAN-100","5","123","2026-03-22T06:19:21.9128175Z","100","102","19.758","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":100}"
"LAN-100","5","124","2026-03-22T06:19:23.9755314Z","102","102","20.249","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","125","2026-03-22T06:19:26.0332664Z","102","102","20.067","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","126","2026-03-22T06:19:28.1022960Z","102","102","21.789","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","127","2026-03-22T06:19:30.1695349Z","102","102","20.851","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","128","2026-03-22T06:19:32.2327337Z","102","102","20.227","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","129","2026-03-22T06:19:34.2952937Z","102","102","20.147","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","130","2026-03-22T06:19:36.3537585Z","102","102","21.84","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","131","2026-03-22T06:19:38.4091205Z","102","102","20.278","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","132","2026-03-22T06:19:40.4628345Z","102","102","19.403","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","133","2026-03-22T06:19:42.5265955Z","102","102","19.308","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","134","2026-03-22T06:19:44.5851493Z","102","102","19.855","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","135","2026-03-22T06:19:46.6489186Z","102","102","20.796","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","136","2026-03-22T06:19:48.7157320Z","102","102","19.459","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","137","2026-03-22T06:19:50.7723751Z","102","102","21.36","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","138","2026-03-22T06:19:52.8443615Z","102","102","23.23","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","139","2026-03-22T06:19:54.9215626Z","102","102","23.374","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","140","2026-03-22T06:19:57.0572916Z","102","102","68.202","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","141","2026-03-22T06:19:59.1335616Z","102","102","25.434","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","142","2026-03-22T06:20:01.2094246Z","102","102","25.304","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","143","2026-03-22T06:20:03.2796239Z","102","102","25.802","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","144","2026-03-22T06:20:05.3455930Z","102","102","21.574","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","145","2026-03-22T06:20:15.7798970Z","102","102","8392.65","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","146","2026-03-22T06:20:17.8787449Z","102","102","49.765","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","147","2026-03-22T06:20:19.9554510Z","102","102","28.53","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","148","2026-03-22T06:20:22.0232969Z","102","104","20.909","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":102}"
"LAN-100","5","149","2026-03-22T06:20:24.0964886Z","104","104","28.331","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","150","2026-03-22T06:20:26.1540657Z","104","104","21.006","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","151","2026-03-22T06:20:28.2159157Z","104","104","19.668","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","152","2026-03-22T06:20:30.2762140Z","104","104","20","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","153","2026-03-22T06:20:32.3346407Z","104","104","19.696","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","154","2026-03-22T06:20:34.3946399Z","104","104","19.278","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","155","2026-03-22T06:20:36.4621076Z","104","104","19.745","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","156","2026-03-22T06:20:38.5178912Z","104","104","19.831","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","157","2026-03-22T06:20:40.5781813Z","104","104","20.629","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","158","2026-03-22T06:20:42.6421740Z","104","104","19.871","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","159","2026-03-22T06:20:44.7083359Z","104","104","19.344","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","160","2026-03-22T06:20:46.7714806Z","104","104","18.715","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","161","2026-03-22T06:20:48.8403771Z","104","104","19.664","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","162","2026-03-22T06:20:50.9065598Z","104","104","20.151","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","163","2026-03-22T06:20:52.9612135Z","104","104","19.447","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","164","2026-03-22T06:20:55.0277077Z","104","104","20.129","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","165","2026-03-22T06:20:57.1185599Z","104","104","43.868","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","166","2026-03-22T06:20:59.1771593Z","104","104","20.879","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","167","2026-03-22T06:21:01.2433423Z","104","104","19.527","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","168","2026-03-22T06:21:03.2984833Z","104","104","19.512","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
"LAN-100","5","169","2026-03-22T06:21:05.3608424Z","104","104","19.381","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":0,""pendingRecords"":104}"
