"scenario","network","repetition","record_count","pending_before","pending_after","global_pending_before","global_pending_after","trigger_iterations","queue_drain_seconds","avg_trigger_latency_ms","max_trigger_latency_ms","queued_records","synced_records","benchmark_pending_records","retried_records","retry_count_total","primary_cpu_percent","primary_memory_bytes","success","failure_reason","failure_note","started_at_utc","finished_at_utc"
"LAN-100","LAN","1","100","100","0","100","0","1","3.744","697.595","697.595","100","100","0","0","0","0.02","176580198","True",,,"2026-03-22T07:11:54.7494463Z","2026-03-22T07:12:01.5400410Z"
"LAN-100","LAN","2","100","100","0","100","0","1","3.34","322.823","322.823","100","100","0","0","0","0.03","177419059","True",,,"2026-03-22T07:12:02.3936637Z","2026-03-22T07:12:07.8007265Z"
"LAN-100","LAN","3","100","100","0","100","2","1","3.693","703.377","703.377","100","100","0","0","0","0.03","178153062","True",,,"2026-03-22T07:12:08.6917913Z","2026-03-22T07:12:14.4028495Z"
"LAN-100","LAN","4","100","100","0","100","0","1","3.553","606.773","606.773","100","100","0","0","0","0.02","177838490","True",,,"2026-03-22T07:12:15.2285888Z","2026-03-22T07:12:21.4832067Z"
"LAN-100","LAN","5","100","100","0","100","0","1","3.637","661.304","661.304","100","100","0","0","0","0.02","178153062","True",,,"2026-03-22T07:12:22.3541268Z","2026-03-22T07:12:28.0120084Z"
"LAN-100","LAN","6","100","100","0","100","0","1","3.626","668.916","668.916","100","100","0","0","0","0.26","178782208","True",,,"2026-03-22T07:12:28.7746662Z","2026-03-22T07:12:34.4499194Z"
"LAN-100","LAN","7","100","100","0","100","0","1","3.587","647.816","647.816","100","100","0","0","0","0.02","177943347","True",,,"2026-03-22T07:12:35.2442959Z","2026-03-22T07:12:41.5131808Z"
"LAN-100","LAN","8","100","100","0","100","0","1","3.57","622.359","622.359","100","100","0","0","0","0.02","178153062","True",,,"2026-03-22T07:12:42.3336595Z","2026-03-22T07:12:47.9582870Z"
"LAN-100","LAN","9","100","100","0","100","0","1","3.715","718.812","718.812","100","100","0","0","0","0.02","177943347","True",,,"2026-03-22T07:12:48.7928780Z","2026-03-22T07:12:54.5607728Z"
"LAN-100","LAN","10","100","100","0","100","0","1","3.566","636.855","636.855","100","100","0","0","0","0.03","177943347","True",,,"2026-03-22T07:12:55.3660622Z","2026-03-22T07:13:01.5513096Z"
