"scenario","network","repetition","record_count","pending_before","pending_after","global_pending_before","global_pending_after","trigger_iterations","queue_drain_seconds","avg_trigger_latency_ms","max_trigger_latency_ms","queued_records","synced_records","benchmark_pending_records","retried_records","retry_count_total","primary_cpu_percent","primary_memory_bytes","success","failure_reason","failure_note","started_at_utc","finished_at_utc"
"VSAT-10000","VSAT","1","10000","10000","0","10002","0","1","67.634","64502.883","64502.883","10000","10000","0","0","0","0.07","507301069","True",,,"2026-03-22T08:08:26.6505794Z","2026-03-22T08:09:37.2686369Z"
"VSAT-10000","VSAT","2","10000","10000","0","10000","0","1","67.676","64447.42","64447.42","10000","10000","0","0","0","0.09","512858522","True",,,"2026-03-22T08:09:38.5019714Z","2026-03-22T08:10:48.2880451Z"
"VSAT-10000","VSAT","3","10000","10000","0","10000","0","1","67.746","64564.757","64564.757","10000","10000","0","0","0","0.04","514326528","True",,,"2026-03-22T08:10:49.5271322Z","2026-03-22T08:11:59.3775681Z"
"VSAT-10000","VSAT","4","10000","10000","0","10000","0","1","67.633","64279.498","64279.498","10000","10000","0","0","0","0.09","515794534","True",,,"2026-03-22T08:12:00.6199887Z","2026-03-22T08:13:10.3742207Z"
"VSAT-10000","VSAT","5","10000","10000","0","10000","0","1","67.486","64298.556","64298.556","10000","10000","0","0","0","0.09","530160026","True",,,"2026-03-22T08:13:11.7404121Z","2026-03-22T08:14:21.3380915Z"
"VSAT-10000","VSAT","6","10000","10000","0","10000","0","1","67.86","64565.2","64565.2","10000","10000","0","0","0","0.07","533305754","True",,,"2026-03-22T08:14:22.5349408Z","2026-03-22T08:15:33.4654542Z"
"VSAT-10000","VSAT","7","10000","10000","0","10000","0","1","68.114","64878.397","64878.397","10000","10000","0","0","0","0.09","539387494","True",,,"2026-03-22T08:15:34.6206499Z","2026-03-22T08:16:45.6813244Z"
"VSAT-10000","VSAT","8","10000","10000","0","10000","0","1","67.827","64629.856","64629.856","10000","10000","0","0","0","0.03","542952653","True",,,"2026-03-22T08:16:46.8859731Z","2026-03-22T08:17:57.6749789Z"
"VSAT-10000","VSAT","9","10000","10000","0","10000","0","1","67.948","64703.315","64703.315","10000","10000","0","0","0","0.14","543267226","True",,,"2026-03-22T08:17:58.8763936Z","2026-03-22T08:19:08.9401202Z"
"VSAT-10000","VSAT","10","10000","10000","0","10000","0","1","67.71","64458.048","64458.048","10000","10000","0","0","0","0.11","544840090","True",,,"2026-03-22T08:19:10.0985577Z","2026-03-22T08:20:19.9230574Z"
"VSAT-10000","VSAT","11","10000","10000","0","10000","0","1","68.097","64815.51","64815.51","10000","10000","0","0","0","0.11","547461530","True",,,"2026-03-22T08:20:21.2305251Z","2026-03-22T08:21:31.4334941Z"
"VSAT-10000","VSAT","12","10000","10000","0","10000","0","1","67.259","63927.095","63927.095","10000","10000","0","0","0","0.09","554906419","True",,,"2026-03-22T08:21:32.6718902Z","2026-03-22T08:22:42.0464434Z"
"VSAT-10000","VSAT","13","10000","10000","0","10000","0","1","67.892","64574.545","64574.545","10000","10000","0","0","0","3.32","562141594","True",,,"2026-03-22T08:22:43.2869842Z","2026-03-22T08:23:53.8570085Z"
"VSAT-10000","VSAT","14","10000","10000","0","10000","0","1","67.623","64299.378","64299.378","10000","10000","0","0","0","3.33","570320486","True",,,"2026-03-22T08:23:55.0394244Z","2026-03-22T08:25:04.9638358Z"
"VSAT-10000","VSAT","15","10000","10000","0","10000","0","1","67.533","64213.656","64213.656","10000","10000","0","0","0","0.1","581225677","True",,,"2026-03-22T08:25:06.2576362Z","2026-03-22T08:26:16.0237404Z"
