"scenario","repetition","iteration","timestamp_utc","pending_before","pending_after","benchmark_synced_before","benchmark_synced_after","global_pending_before","global_pending_after","progress_detected","trigger_latency_ms","response_json"
"VSAT-1000-N1","5","1","2026-04-13T15:36:19.7154614Z","1000","0","0","1000","1000","0","True","11284.452","{""message"":""Đồng bộ hoàn tất"",""totalSynced"":1000,""pendingRecords"":0}"
